target.cycle,target.energy,target.edp,target.area,mapping.mapping,arch.pe,arch.mac,arch.meshX,arch.mem1_entries,arch.mem1_depth,arch.mem1_width,arch.mem1_instances,arch.mem1_word-bits,arch.mem1_network-word-bits,arch.mem1_n_rdwr_ports,arch.mem1_n_banks,arch.mem1_read_bandwidth,arch.mem1_write_bandwidth,arch.mem2_entries,arch.mem2_depth,arch.mem2_width,arch.mem2_instances,arch.mem2_meshX,arch.mem2_word-bits,arch.mem2_n_rdwr_ports,arch.mem2_n_banks,arch.mem2_read_bandwidth,arch.mem2_write_bandwidth,arch.name,prob.shape,prob.C,prob.Hdilation,prob.Hstride,prob.K,prob.N,prob.P,prob.Q,prob.R,prob.S,prob.Wdilation,prob.Wstride,target.gemmini_cycle
9853947.0,1361.1944119999998,13659.86,16.106937,L3[WIO] K8 Q28 - L2[WI] N1 K4X - L1[O] K2 S7 R7 Q4 P7 C3X - L0[W] P16,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,9853947.0
10431462.0,1571.886623,15774.2,16.106937,L3[WIO] Q8 K16 R7 - L2[WI] N1 K4X - L1[O] S7 Q14 P112 C3X - L0[W] N1,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,10431462.0
10508778.0,2313.378435,26001.04,16.106937,L3[WIO] Q8 S7 K16 - L2[WI] N1 K4X - L1[O] R7 Q14 C3X - L0[W] P112,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,10508778.0
474142992.0,2418.106682,24266.18,16.106937,L3[WIO] P4 Q112 K8 S7 - L2[WI] N1 K4X - L1[O] K2 R7 P7 C3X - L0[W] P4,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,474142992.0
14946241.0,1599.373612,24075.05,16.106937,L3[WIO] C3 Q2 P4 K8 - L2[WI] N1 K8X - L1[O] S7 R7 Q56 P2 - L0[W] P14,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,14946241.0
67168426.0,2669.346705,40181.14,16.106937,L3[WIO] C3 Q2 P4 K8 R7 S7 - L2[WI] N1 K8X - L1[O] Q56 - L0[W] P28,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,67168426.0
16627244.0,4341.986595,48801.43,16.106937,L3[WIO] R7 K16 P2 Q28 - L2[WI] N1 K4X - L1[O] S7 Q4 P7 C3X - L0[W] P8,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,16627244.0
16783889.0,5898.358477000001,99441.23,16.106937,L3[WIO] R7 K8 Q14 C3 P4 - L2[WI] N1 K8X - L1[O] S7 Q8 P4 - L0[W] P7,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,16783889.0
68747356.0,5948.230994,100282.0,16.106937,L3[WIO] R7 K8 Q14 C3 P4 S7 - L2[WI] N1 K8X - L1[O] Q8 P4 - L0[W] P7,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,68747356.0
16387739.0,1864.107,28060.03,16.106937,L3[WIO] K8 Q14 C3 P4 S7 - L2[WI] N1 K8X - L1[O] R7 Q8 P4 - L0[W] P7,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,16387739.0
13223245.0,4131.042165,46430.53,16.106937,L3[WIO] K16 S7 P2 Q28 - L2[WI] N1 K4X - L1[O] R7 Q4 P28 C3X - L0[W] P2,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,13223245.0
15116626.0,1800.880154,27108.29,16.106937,L3[WIO] K8 Q14 C3 P4 - L2[WI] N1 K8X - L1[O] S7 R7 Q8 P4 - L0[W] P7,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,15116626.0
12229790.0,3614.271524,40622.33,16.106937,L3[WIO] K8 Q16 R7 P8 - L2[WI] N1 K4X - L1[O] K2 S7 Q7 P2 C3X - L0[W] P7,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,12229790.0
27176035.0,15727.087004,309335.9,16.106937,L3[WIO] K8 Q16 S7 R7 P8 - L2[WI] N1 K4X - L1[O] K2 Q7 P2 C3X - L0[W] P7,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,27176035.0
69275459.0,3430.04442,103263.5,16.106937,L3[WIO] C3 P2 Q16 K8 R7 S7 - L2[WI] N1 K4X - L1[O] K2 Q7 P56 - L0[W] N1,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,69275459.0
13113474.0,4328.892226,48654.26,16.106937,L3[WIO] K16 R7 Q2 P7 - L2[WI] N1 K4X - L1[O] S7 Q56 P16 C3X - L0[W] N1,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,13113474.0
53427657.0,23309.654928,557065.2,16.106937,L3[WIO] K16 R7 S7 Q2 P7 - L2[WI] N1 K4X - L1[O] Q56 P16 C3X - L0[W] N1,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,53427657.0
9842421.0,1306.934199,13115.35,16.106937,L3[WIO] P28 Q2 K8 - L2[WI] N1 K4X - L1[O] K2 S7 R7 Q56 C3X - L0[W] P4,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,9842421.0
29977309.0,2337.913898,70384.3,16.106937,L3[WIO] P7 K8 C3 Q112 - L2[WI] N1 K4X - L1[O] K2 S7 R7 - L0[W] P16,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,29977309.0
44755417.0,6141.8923780000005,207094.0,16.106937,L3[WIO] R7 P7 K8 C3 Q112 - L2[WI] N1 K4X - L1[O] K2 S7 P2 - L0[W] P8,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,44755417.0
9858535.0,1523.466601,15288.29,16.106937,L3[WIO] K16 Q2 P7 - L2[WI] N1 K4X - L1[O] S7 R7 Q56 P16 C3X - L0[W] N1,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,9858535.0
1189517056.0,5069.344157,85464.76,16.106937,L3[WIO] C3 S7 K8 Q112 - L2[WI] N1 K8X - L1[O] R7 P2 - L0[W] P56,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,1189517056.0
14761306.0,1489.374594,22120.33,16.106937,L3[WIO] Q14 P2 K8 C3 - L2[WI] N1 K8X - L1[O] S7 R7 Q8 - L0[W] P56,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,14761306.0
9857843.0,1226.652503,12309.7,16.106937,L3[WIO] Q7 K16 - L2[WI] N1 K4X - L1[O] S7 R7 Q16 P28 C3X - L0[W] P4,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,9857843.0
50026366.0,3653.587803,36664.48,16.106937,L3[WIO] Q7 K16 R7 S7 - L2[WI] N1 K4X - L1[O] Q16 P28 C3X - L0[W] P4,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,50026366.0
10129772.0,1563.520534,15690.24,16.106937,L3[WIO] Q7 K16 S7 - L2[WI] N1 K4X - L1[O] R7 Q16 P28 C3X - L0[W] P4,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,10129772.0
89385349.0,21149.943089,460071.8,16.106937,L3[WIO] R7 Q28 K16 S7 P16 - L2[WI] N1 K4X - L1[O] Q4 C3X - L0[W] P7,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,89385349.0
11243079.0,1788.63885,17949.35,16.106937,L3[WIO] Q28 K16 P8 - L2[WI] N1 K4X - L1[O] S7 R7 Q4 C3X - L0[W] P14,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,11243079.0
10980073.0,3257.404273,36611.35,16.106937,L3[WIO] K8 P7 R7 Q14 - L2[WI] N1 K4X - L1[O] K2 S7 Q8 P16 C3X - L0[W] N1,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,10980073.0
27026349.0,15804.160734,310851.9,16.106937,L3[WIO] K8 P7 R7 S7 Q14 - L2[WI] N1 K4X - L1[O] K2 Q8 P4 C3X - L0[W] P4,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,27026349.0
53475517.0,23189.44556,551397.2,16.106937,L3[WIO] K16 R7 Q7 S7 P4 - L2[WI] N1 K4X - L1[O] Q16 P7 C3X - L0[W] P4,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,53475517.0
13445771.0,4595.42352,51649.91,16.106937,L3[WIO] K16 R7 Q7 P4 - L2[WI] N1 K4X - L1[O] S7 Q16 P7 C3X - L0[W] P4,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,13445771.0
6439457.0,1048.544856,5261.179,16.106937,L3[WIO] K8 P8 Q4 R7 - L2[WI] N1 K8X - L1[O] S7 Q28 P2 C3X - L0[W] P7,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,6439457.0
29212095.0,3061.606464,17205.35,16.106937,L3[WIO] S7 K8 P8 Q4 R7 - L2[WI] N1 K8X - L1[O] Q28 C3X - L0[W] P14,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,29212095.0
16162195.0,3641.584888,56277.81,16.106937,L3[WIO] S7 Q2 K8 P14 C3 - L2[WI] N1 K8X - L1[O] R7 Q56 - L0[W] P8,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,16162195.0
15173798.0,3299.601913,50992.74,16.106937,L3[WIO] R7 Q2 K8 P14 C3 - L2[WI] N1 K8X - L1[O] S7 Q56 - L0[W] P8,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,3,1,2,64,1,112,112,7,7,1,2,15173798.0
1884946.0,1053.443058,2537.163,16.106937,L3[WIO] Q4 C8 K8 P7 - L2[WI] N1 K4X - L1[O] K4 C2 Q14 C4X - L0[W] P8,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,64,1,1,128,1,56,56,1,1,1,1,1884946.0
2056144.0,1054.31808,2539.27,16.106937,L3[WIO] Q4 C8 K8 P8 - L2[WI] N1 K4X - L1[O] K4 C2 Q14 C4X - L0[W] P7,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,64,1,1,128,1,56,56,1,1,1,1,2056144.0
2395940.0,3151.564549,11230.66,16.106937,L3[WIO] K16 C32 Q4 - L2[WI] N1 K8X - L1[O] Q14 C2X - L0[W] P56,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,64,1,1,128,1,56,56,1,1,1,1,2395940.0
25695152.0,4088.594542,27900.31,16.106937,L3[WIO] P56 K128 C8 - L2[WI] N1 - L1[O] C2 Q56 C4X - L0[W] N1,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,64,1,1,128,1,56,56,1,1,1,1,25695152.0
14443519.0,593.614342,968.0188,16.106937,L3[WIO] K8 Q56 P2 C64 - L2[WI] N1 K16X - L1[O] P2 - L0[W] P14,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,64,1,1,128,1,56,56,1,1,1,1,14443519.0
6041327.0,4083.61466,16391.96,16.106937,L3[WIO] C2 K128 P2 - L2[WI] N1 - L1[O] C4 Q56 P2 C8X - L0[W] P14,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,64,1,1,128,1,56,56,1,1,1,1,6041327.0
2401028.0,3152.8172670000004,11238.36,16.106937,L3[WIO] K16 P2 C32 Q4 - L2[WI] N1 K8X - L1[O] Q14 C2X - L0[W] P28,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,64,1,1,128,1,56,56,1,1,1,1,2401028.0
28877225.0,733.918707,1196.816,16.106937,L3[WIO] K8 Q56 P4 C64 - L2[WI] N1 K16X - L1[O] N1 - L0[W] P14,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,64,1,1,128,1,56,56,1,1,1,1,28877225.0
202145234.0,2417.571091,4488.25,16.106937,L3[WIO] K8 Q56 P28 C64 - L2[WI] N1 K16X - L1[O] N1 - L0[W] P2,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,64,1,1,128,1,56,56,1,1,1,1,202145234.0
8212092.0,4089.302301,16414.79,16.106937,L3[WIO] C2 K128 P28 - L2[WI] N1 - L1[O] C4 Q56 C8X - L0[W] P2,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,64,1,1,128,1,56,56,1,1,1,1,8212092.0
1016445.0,681.178383,376.6644,16.106937,L3[WIO] K16 C2 P2 Q56 - L2[WI] N1 K8X - L1[O] C4 P2 C8X - L0[W] P14,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,64,1,1,128,1,56,56,1,1,1,1,1016445.0
9616265.0,4592.247791,44240.76,16.106937,L3[WIO] C8 K128 Q7 P2 - L2[WI] N1 - L1[O] C2 Q8 P2 C4X - L0[W] P14,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,64,1,1,128,1,56,56,1,1,1,1,9616265.0
2023130.0,705.678989,390.2123,16.106937,L3[WIO] K16 C2 P4 Q56 - L2[WI] N1 K8X - L1[O] C4 C8X - L0[W] P14,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,64,1,1,128,1,56,56,1,1,1,1,2023130.0
14214954.0,999.68627,1003.205,16.106937,L3[WIO] K16 C2 P28 Q56 - L2[WI] N1 K8X - L1[O] C4 C8X - L0[W] P2,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,64,1,1,128,1,56,56,1,1,1,1,14214954.0
10571348.0,4595.310367,44270.26,16.106937,L3[WIO] C8 K128 Q7 P4 - L2[WI] N1 - L1[O] C2 Q8 C4X - L0[W] P14,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,64,1,1,128,1,56,56,1,1,1,1,10571348.0
52607327.0,4632.061277000001,44624.31,16.106937,L3[WIO] C8 K128 Q7 P28 - L2[WI] N1 - L1[O] C2 Q8 C4X - L0[W] P2,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,64,1,1,128,1,56,56,1,1,1,1,52607327.0
323116.0,324.760333,81.80843,16.106937,L3[WIO] K8 Q7 P2 - L2[WI] N1 K16X - L1[O] C4 Q8 P2 C16X - L0[W] P14,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,64,1,1,128,1,56,56,1,1,1,1,323116.0
1924684.0,398.881958,140.5086,16.106937,L3[WIO] C2 K8 P7 Q56 - L2[WI] N1 K16X - L1[O] N1 C32X - L0[W] P8,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,64,1,1,128,1,56,56,1,1,1,1,1924684.0
3604249.0,398.881958,140.5086,16.106937,L3[WIO] C2 K8 P14 Q56 - L2[WI] N1 K16X - L1[O] N1 C32X - L0[W] P4,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,64,1,1,128,1,56,56,1,1,1,1,3604249.0
6732103.0,5538.414672,71141.25,16.106937,L3[WIO] Q7 C64 K16 - L2[WI] N1 K4X - L1[O] K2 Q8 - L0[W] P56,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,64,1,1,128,1,56,56,1,1,1,1,6732103.0
338599.0,327.822909,82.5799,16.106937,L3[WIO] K8 Q7 P4 - L2[WI] N1 K16X - L1[O] C4 Q8 C16X - L0[W] P14,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,64,1,1,128,1,56,56,1,1,1,1,338599.0
637410.0,364.573819,91.8376,16.106937,L3[WIO] K8 Q7 P28 - L2[WI] N1 K16X - L1[O] C4 Q8 C16X - L0[W] P2,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,64,1,1,128,1,56,56,1,1,1,1,637410.0
27761103.0,1356.035296,5443.234,16.106937,L3[WIO] P14 C2 Q28 K128 - L2[WI] N1 - L1[O] C4 Q2 C8X - L0[W] P4,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,64,1,1,128,1,56,56,1,1,1,1,27761103.0
3283998.0,4002.213434,13081.67,16.106937,L3[WIO] Q7 K128 P2 - L2[WI] N1 - L1[O] C4 Q8 P7 C16X - L0[W] P4,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,64,1,1,128,1,56,56,1,1,1,1,3283998.0
3287827.0,4005.27601,13091.68,16.106937,L3[WIO] Q7 K128 P4 - L2[WI] N1 - L1[O] C4 Q8 C16X - L0[W] P14,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,64,1,1,128,1,56,56,1,1,1,1,3287827.0
3980666.0,3151.564549,11230.66,16.106937,L3[WIO] C32 K16 Q28 - L2[WI] N1 K8X - L1[O] Q2 P4 C2X - L0[W] P14,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,64,1,1,128,1,56,56,1,1,1,1,3980666.0
2006340.0,1263.795386,3043.785,16.106937,L3[WIO] K16 P7 C8 Q7 - L2[WI] N1 K4X - L1[O] K2 C2 Q8 C4X - L0[W] P8,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,64,1,1,128,1,56,56,1,1,1,1,2006340.0
3470728.0,1281.7521359999998,3087.033,16.106937,L3[WIO] K16 P14 C8 Q7 - L2[WI] N1 K4X - L1[O] K2 C2 Q8 C4X - L0[W] P4,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,64,1,1,128,1,56,56,1,1,1,1,3470728.0
9670452.0,4571.717813,29361.99,16.106937,L3[WIO] C8 K128 P2 Q14 - L2[WI] N1 - L1[O] Q4 P7 C8X - L0[W] P4,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,64,1,1,128,1,56,56,1,1,1,1,9670452.0
2161220.0,636.084324,1053.234,16.106937,L3[WIO] K16 Q7 C32 - L2[WI] N1 K8X - L1[O] Q8 P4 C2X - L0[W] P14,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,64,1,1,128,1,56,56,1,1,1,1,2161220.0
442319.0,183.516563,37.02043,16.106937,L3[WIO] P2 K16 - L2[WI] N1 K8X - L1[O] C2 Q56 P7 C32X - L0[W] P4,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,64,1,1,128,1,56,56,1,1,1,1,442319.0
3310166.0,322.265461,323.4002,16.106937,L3[WIO] C2 P28 K16 R3 S3 - L2[WI] N1 K8X - L1[O] Q56 P2 C2X - L0[W] N1,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,4,1,1,128,1,56,56,3,3,1,1,3310166.0
2130005.0,1689.670227,6104.224,16.106937,L3[WIO] R3 C2 K8 S3 P2 Q7 - L2[WI] N1 K4X - L1[O] K4 Q8 P7 C2X - L0[W] P4,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,4,1,1,128,1,56,56,3,3,1,1,2130005.0
9200477.0,600.061088,2408.694,16.106937,L3[WIO] C4 P14 Q4 K16 R3 S3 - L2[WI] N1 K4X - L1[O] K2 Q14 P4 - L0[W] N1,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,4,1,1,128,1,56,56,3,3,1,1,9200477.0
1172085.0,418.703023,504.2122,16.106937,L3[WIO] P2 S3 K16 Q14 - L2[WI] N1 K4X - L1[O] K2 R3 Q4 C4X - L0[W] P28,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,4,1,1,128,1,56,56,3,3,1,1,1172085.0
1941023.0,947.62663,1711.7320000000002,16.106937,L3[WIO] R3 K8 S3 P7 Q14 - L2[WI] N1 K4X - L1[O] K4 Q4 P2 C4X - L0[W] P4,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,4,1,1,128,1,56,56,3,3,1,1,1941023.0
4348986.0,3156.314081,11615.24,16.106937,L3[WIO] K8 C4 P8 S3 R3 Q7 - L2[WI] N1 K8X - L1[O] K2 Q8 P7 - L0[W] N1,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,4,1,1,128,1,56,56,3,3,1,1,4348986.0
1915635.0,1137.886831,2740.541,16.106937,L3[WIO] K8 C4 P8 S3 Q7 - L2[WI] N1 K8X - L1[O] K2 R3 Q8 P7 - L0[W] N1,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,4,1,1,128,1,56,56,3,3,1,1,1915635.0
13629516.0,562.800542,1129.564,16.106937,L3[WIO] K16 C4 P14 Q56 - L2[WI] N1 K8X - L1[O] S3 R3 P4 - L0[W] N1,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,4,1,1,128,1,56,56,3,3,1,1,13629516.0
1797407.0,1097.774759,1321.967,16.106937,L3[WIO] Q2 S3 K8 C4 P14 - L2[WI] N1 K16X - L1[O] R3 Q28 - L0[W] P4,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,4,1,1,128,1,56,56,3,3,1,1,1797407.0
114443746.0,3268.629932,12408.87,16.106937,L3[WIO] K16 C4 S3 P14 R3 Q56 - L2[WI] N1 K8X - L1[O] P4 - L0[W] N1,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,4,1,1,128,1,56,56,3,3,1,1,114443746.0
19564973.0,1208.505658,2910.623,16.106937,L3[WIO] K16 C4 P7 R3 Q56 - L2[WI] N1 K8X - L1[O] S3 - L0[W] P8,16384,1,128,2048,2048,32,128,32,16,2,2,1,1,1048576,8192,1024,1,1,8,1,1,16,16,gemmini,cnn-layer,4,1,1,128,1,56,56,3,3,1,1,19564973.0
